respondent_id,xyz_vaccine,seasonal_vaccine
33774,0.3247623,0.11391644
33775,0.22006838,0.04394354
33776,0.69050765,0.36062017
33777,0.41968367,0.23178704
33778,0.3612548,0.041569356
33779,0.86716795,0.050654106
33780,0.5650393,0.060012154
33781,0.030880425,0.012116727
33782,0.43324456,0.06792555
33783,0.73050505,0.050707106
33784,0.21308525,0.11097438
33785,0.27568778,0.12779213
33786,0.26566318,0.1267381
33787,0.64954853,0.110239044
33788,0.40119383,0.10195909
33789,0.09648265,0.03581007
33790,0.22195283,0.19625416
33791,0.24340194,0.053006146
33792,0.04721182,0.01587204
33793,0.82788146,0.49733505
33794,0.16274427,0.070859395
33795,0.84472966,0.51343834
33796,0.58160746,0.45171985
33797,0.71522343,0.31782594
33798,0.9577696,0.012121026
33799,0.8828932,0.41478506
33800,0.37489745,0.16226852
33801,0.9847385,0.12529388
33802,0.009658551,0.003416789
33803,0.76875776,0.20347786
33804,0.28658256,0.08805473
33805,0.9302632,0.8809269
33806,0.037685744,0.019027358
33807,0.85509366,0.13418898
33808,0.43839258,0.08678236
33809,0.11331268,0.11866939
33810,0.37657157,0.15897526
33811,0.07100129,0.018053314
33812,0.000891137,4.0794443e-05
33813,0.7935712,0.70733666
33814,0.2602468,0.09001662
33815,0.90501577,0.1608454
33816,0.8211001,0.17569308
33817,0.17211826,0.0952094
33818,0.9288724,0.81918406
33819,0.91784906,0.7945781
33820,0.12469739,0.03958956
33821,0.8889097,0.31159905
33822,0.8621758,0.08595612
33823,0.15605168,0.054912128
33824,0.20632043,0.083384834
33825,0.5045682,0.17079017
33826,0.17334081,0.06521143
33827,0.41174212,0.075710945
33828,0.65547156,0.57553697
33829,0.7303488,0.5330289
33830,0.69522846,0.292178
33831,0.8294212,0.5121833
33832,0.89425737,0.7478882
33833,0.64586437,0.031496026
33834,0.004738714,0.000356044
33835,0.15732433,0.027395913
33836,6.6585603e-06,1.0835762e-08
33837,0.2265371,0.062882744
33838,0.011191892,0.00515236
33839,0.011316364,0.001280668
33840,0.14344291,0.041598935
33841,0.8588285,0.7701406
33842,0.020216934,0.05853239
33843,0.02741786,0.016351024
33844,0.6767791,0.20581792
33845,0.860655,0.48265135
33846,0.38830826,0.09052066
33847,0.38763148,0.11872677
33848,0.4762478,0.0655923
33849,4.3421693e-05,0.002144982
33850,0.1344478,0.07707677
33851,0.78584087,0.048942633
33852,0.8989531,0.8358353
33853,0.87644273,0.064491846
33854,0.012189589,0.005361691
33855,0.94563454,0.64045525
33856,0.13660279,0.05526755
33857,0.5176145,0.015153092
33858,0.5874407,0.18765625
33859,0.22281377,0.071817234
33860,0.04829978,0.010956636
33861,0.44700715,0.40713656
33862,0.9135728,0.035435468
33863,0.2890581,0.07942962
33864,0.8551211,0.088732675
33865,0.14694603,0.042085513
33866,0.6759257,0.5355411
33867,0.13784699,0.38087055
33868,0.5394405,0.08301281
33869,0.0560895,0.013565346
33870,0.11950082,0.03276877
33871,0.9568888,0.016324393
33872,0.6365468,0.3646241
33873,0.09479291,0.021145882
33874,0.5708447,0.07539707
33875,0.9272752,0.82403445
33876,0.058541257,0.08148641
33877,0.74901474,0.5563687
33878,0.7864484,0.48256776
33879,0.040079698,0.015134409
33880,0.064156875,0.018494498
33881,0.026337285,6.149424e-05
33882,0.27123335,0.11637507
33883,0.36711475,0.22920185
33884,0.6079687,0.54616344
33885,0.77354026,0.06751365
33886,0.5477207,0.098749265
33887,0.35344422,0.14184798
33888,0.5365143,0.10066707
33889,0.60615003,0.14252982
33890,0.65010786,0.110613465
33891,0.88669455,0.07384786
33892,0.6574919,0.4264789
33893,0.15312552,0.059252936
33894,0.94699514,0.7903911
33895,0.07159007,0.06520869
33896,0.73748064,0.32275546
33897,0.1885001,0.059082046
33898,0.75728834,0.058265045
33899,0.11070763,0.058303557
33900,0.1909613,0.077210225
33901,0.055456363,0.016630933
33902,0.8658414,0.07945817
33903,0.12362741,0.08336802
33904,0.88950056,0.086961426
33905,0.40617827,0.14130414
33906,0.60443443,0.38251883
33907,0.9362482,0.027358687
33908,0.20256807,0.09612986
33909,0.7976185,0.019099578
33910,0.9211777,0.80805755
33911,0.6334064,0.18445434
33912,0.15447181,0.074253194
33913,0.8283664,0.5110419
33914,0.5859349,0.07043267
33915,0.9405164,0.679397
33916,0.8195095,0.6407682
33917,0.44189757,0.04982227
33918,0.46521154,0.1409627
33919,0.3543729,0.117608294
33920,0.9905686,0.9902497
33921,0.67042613,0.30164218
33922,0.7289467,0.3415834
33923,0.76138246,0.33340743
33924,0.18839644,0.03309718
33925,0.50919056,0.14048123
33926,0.7843183,0.02628974
33927,0.3586219,0.43398002
33928,0.072511956,0.0242645
33929,0.004800611,0.001627522
33930,0.77890044,0.49034208
33931,0.7835032,0.06433235
33932,0.34018663,0.31233504
33933,0.8952802,0.7572015
33934,0.96780145,0.3831198
33935,0.42975995,0.11583512
33936,0.9408552,0.026403334
33937,0.5870132,0.23443519
33938,0.91558576,0.6137501
33939,0.85304284,0.7543278
33940,0.16727833,0.030850993
33941,0.35355997,0.26217344
33942,0.06377654,0.05151932
33943,0.4670319,0.20545982
33944,0.18340147,0.08306919
33945,0.7036946,0.29120705
33946,0.879032,0.03066725
33947,0.3255396,0.18937524
33948,0.20131779,0.080388606
33949,0.83668697,0.68497205
33950,0.07403827,0.025133774
33951,0.770808,0.078842424
33952,0.019984834,0.008230603
33953,0.59806216,0.054723278
33954,0.95976126,0.8355336
33955,0.86733913,0.4188975
33956,0.3022985,0.14578496
33957,0.53094006,0.0694377
33958,0.10725843,0.056332007
33959,0.7803643,0.38232708
33960,0.009624776,0.003880621
33961,0.06911054,0.009166404
33962,0.90852135,0.64054334
33963,0.001163586,8.373975e-06
33964,0.94998014,0.006613327
33965,0.8376373,0.6920599
33966,0.7070965,0.5389844
33967,0.56991273,0.26267523
33968,0.8325609,0.4445996
33969,0.93542564,0.52387774
33970,0.39470756,0.19560863
33971,0.2723768,0.059601206
33972,0.5462429,0.102574706
33973,0.1277416,0.06141193
33974,0.071565434,0.003542837
33975,0.1278815,0.07736477
33976,0.5895872,0.44227785
33977,0.52436596,0.21410884
33978,0.5011704,0.13786227
33979,0.17861892,0.071556225
33980,0.2559432,0.09315977
33981,0.80718625,0.25774884
33982,0.60687566,0.12296873
33983,0.4020838,0.52481663
33984,0.6185056,0.052223865
33985,0.101004444,0.009359533
33986,0.065378904,0.023426201
33987,0.7598796,0.08002835
33988,0.6940596,0.47611997
33989,0.20721023,0.053566195
33990,0.91045326,0.058082715
33991,5.772305e-10,1.3453265e-11
33992,0.34968546,0.09157437
33993,0.028834892,0.029895192
33994,0.28957632,0.10561283
33995,0.6567267,0.46709883
33996,0.59714425,0.29216456
33997,0.90852106,0.024435129
33998,0.49186617,0.23971523
33999,0.5131918,0.35123047
34000,0.87676656,0.0748017
34001,0.89165473,0.718677
34002,0.702905,0.019803623
34003,0.102371596,0.11322483
34004,0.9426294,0.82021827
34005,0.22798467,0.15384063
34006,0.13368803,0.067100495
34007,0.5426156,0.16749188
34008,0.676049,0.19066525
34009,0.13778295,0.037205156
34010,0.41278875,0.22077288
34011,0.86732733,0.60479563
34012,0.41248852,0.32782805
34013,0.025499245,0.00613276
34014,0.8834067,0.5861989
34015,0.093972936,0.000161959
34016,0.32047555,0.116423085
34017,0.16508356,0.010430435
34018,0.3686917,0.5019953
34019,0.67105734,0.35962296
34020,0.51281935,0.059583187
34021,0.46159264,0.15340431
34022,0.8804249,0.45750025
34023,0.87343967,0.26507506
34024,0.515361,0.10935234
34025,0.22556558,0.090517856
34026,0.50987875,0.076649465
34027,0.26848006,0.120489255
34028,0.634919,0.33100903
34029,0.8576238,0.042925265
34030,0.51636297,0.060293943
34031,0.89559114,0.022713609
34032,0.7510637,0.54748476
34033,0.75679415,0.50351834
34034,0.5195739,0.22430643
34035,0.8780825,0.15559974
34036,0.68853617,0.25983903
34037,0.75675607,0.13188867
34038,0.03769,0.014020457
34039,0.66175914,0.19889785
34040,0.58320886,0.2935657
34041,0.7551174,0.22811942
34042,0.9166697,0.47179312
34043,0.9356105,0.8197156
34044,0.004490586,0.000516804
34045,0.35003307,0.025424488
34046,0.110994056,0.038668342
34047,0.8250966,0.17100616
34048,0.7382548,0.2812256
34049,0.14639357,0.04423994
34050,0.6871059,0.29067796
34051,0.44028902,0.2737959
34052,0.467433,0.10255051
34053,0.9043354,0.11954418
34054,0.0665271,0.144144
34055,0.20131779,0.080388606
34056,0.90698814,0.10187368
34057,0.7990892,0.33860567
34058,0.21092737,0.08761831
34059,0.92420214,0.80632246
34060,0.8588475,0.07792387
34061,0.8718069,0.77339286
34062,0.621534,0.026743416
34063,0.70593584,0.6212096
34064,0.83451813,0.21075295
34065,0.33535022,0.09996032
34066,0.81042916,0.06838155
34067,0.8036001,0.75689983
34068,0.023409879,0.000368987
34069,0.44461527,0.14446142
34070,0.21965237,0.083831586
34071,0.8584338,0.044091262
34072,0.6919119,0.42946738
34073,0.20675486,0.5112158
34074,0.87404865,0.04296857
34075,0.7166269,0.08239009
34076,0.3028975,0.097431876
34077,0.9303509,0.7249962
34078,0.046633527,0.012906954
34079,0.8930565,0.29253426
34080,0.31960556,0.049471844
34081,0.8619864,0.65927833
34082,0.20649375,0.031809278
34083,0.14501806,0.025085093
34084,0.7466254,0.10591243
34085,0.9446596,0.027331432
34086,0.18729648,0.018586826
34087,0.8383616,0.5573865
34088,0.11454368,0.036878802
34089,0.4160588,0.2054709
34090,0.45084536,0.58669865
34091,0.69373155,0.11049742
34092,0.14309429,0.120988965
34093,0.4351326,0.093259744
34094,0.81313616,0.3738104
34095,0.23699777,0.08220181
34096,0.10637765,0.034689233
34097,0.8901064,0.042703345
34098,0.0807355,0.034091003
34099,0.46042007,0.10847684
34100,0.84841675,0.37773666
34101,0.1144321,0.030777747
34102,0.25477025,0.09711421
34103,0.15141082,0.032332513
34104,0.020030504,0.007444039
34105,0.9790017,0.004983072
34106,0.53882617,0.31167302
34107,0.70021856,0.3875705
34108,0.27704126,0.06503247
34109,0.1707586,0.09186719
34110,0.30880857,0.04912503
34111,0.03498629,0.011576011
34112,0.55285585,0.44272462
34113,0.7209226,0.49972293
34114,0.2330361,0.030135863
34115,0.5331365,0.17576526
34116,0.9070875,0.64566815
34117,0.4352356,0.12858021
34118,0.37436375,0.1316807
34119,0.015992757,0.018871995
34120,0.074882545,0.011983604
34121,0.34319076,0.113599904
34122,0.7862106,0.5333111
34123,0.0933852,0.04547008
34124,0.81342393,0.5464331
34125,0.3193499,0.10520586
34126,0.4773195,0.1545303
34127,0.71923816,0.07715367
34128,0.23659985,0.13801792
34129,0.7267519,0.11016122
34130,0.829142,0.50281215
34131,0.95602566,0.09826892
34132,0.22358102,0.09696533
34133,0.75924253,0.037833035
34134,0.922697,0.34902877
34135,0.77416825,0.31074226
34136,0.43938076,0.16309676
34137,0.60790604,0.33913514
34138,0.85573256,0.75482535
34139,0.7657721,0.052867047
34140,0.15699324,0.08714286
34141,0.8938459,0.36661658
34142,0.57341516,0.33819145
34143,0.56230825,0.10665715
34144,0.97741795,0.92928827
34145,0.5814196,0.4948406
34146,0.97552294,0.95305437
34147,0.31355724,0.18564776
34148,0.89034337,0.22118893
34149,0.8099215,0.086758986
34150,0.9510969,0.13440473
34151,0.31388542,0.08627174
34152,0.73082113,0.058383368
34153,0.84186506,0.09704206
34154,0.458311,0.18365791
34155,0.01852415,0.000655548
34156,0.28957778,0.072921015
34157,0.46635476,0.19339882
34158,0.5454161,0.19972496
34159,0.73853403,0.26270813
34160,0.40670002,0.1691628
34161,0.7854004,0.20598766
34162,0.34919435,0.15950418
34163,0.6812022,0.031553984
34164,0.15148462,0.03469013
34165,0.72166544,0.10100713
34166,0.8029999,0.34156796
34167,0.61824775,0.46641916
34168,0.56537056,0.38720828
34169,0.5051702,0.15296909
34170,0.632151,0.3658991
34171,0.08223032,0.030311745
34172,0.44708616,0.044818573
34173,0.19884475,0.01708322
34174,0.09292492,0.02748142
34175,0.6551058,0.3455867
34176,0.6427269,0.5618376
34177,0.8166709,0.17640767
34178,0.062548704,0.066335596
34179,0.40977165,0.15250385
34180,0.08912842,0.04280756
34181,0.74219084,0.16406423
34182,0.729404,0.48833886
34183,0.021083867,0.003634273
34184,0.5815357,0.15630484
34185,0.6269191,0.096136466
34186,0.32193518,0.18185137
34187,0.70602477,0.055820104
34188,0.7380237,0.36114386
34189,0.93870866,0.018180368
34190,0.47136664,0.18217775
34191,0.2970103,0.08262999
34192,0.885611,0.22531445
34193,0.7868439,0.1278295
34194,0.23505004,0.13550664
34195,0.9486955,0.80781376
34196,0.060463995,0.03516814
34197,0.6574819,0.6155018
34198,0.6336797,0.25543332
34199,0.90937084,0.030638196
34200,0.59896684,0.32688293
34201,0.9704796,0.08080434
34202,0.7217634,0.06598054
34203,0.7726613,0.05018028
34204,0.8758612,0.08291003
34205,0.8285362,0.5063094
34206,0.44768843,0.21086136
34207,0.24417104,0.1137373
34208,0.37040702,0.11238827
34209,0.45360592,0.28362063
34210,0.7101567,0.5196343
34211,0.4143072,0.25499412
34212,0.20026371,0.067525394
34213,0.772225,0.07350666
34214,0.8654812,0.57480365
34215,0.23659086,0.097833864
34216,0.8862143,0.06615471
34217,0.87466633,0.1525146
34218,0.83797485,0.050396267
34219,0.40890056,0.14228222
34220,0.79158854,0.36321536
34221,0.9130945,0.20000651
34222,0.6234168,0.45545557
34223,0.8929513,0.046671104
34224,0.72273254,0.14813425
34225,0.76759875,0.09611364
34226,0.042160336,0.00681302
34227,0.057911113,0.006227531
34228,0.105573244,0.038936775
34229,0.8042531,0.02739065
34230,0.75191474,0.05730353
34231,0.5731808,0.104719736
34232,0.9511478,0.022787007
34233,0.13044342,0.049065538
34234,0.74176985,0.4923438
34235,0.5259793,0.47079718
34236,0.18945111,0.11848867
34237,0.5085701,0.19387163
34238,0.62107635,0.034777444
34239,0.7118843,0.171402
34240,0.18323445,0.13254215
34241,0.56705487,0.240071
34242,0.17991485,0.13906224
34243,0.02896549,0.004931628
34244,0.88928586,0.5270971
34245,0.9816462,0.84817964
34246,0.8193771,0.10378953
34247,0.075625554,0.08980148
34248,0.85872686,0.098290935
34249,0.16988018,0.07912641
34250,0.46901384,0.3482603
34251,0.12594607,0.0649977
34252,0.94308645,0.8750894
34253,0.1947732,0.08029644
34254,0.55219424,0.26220515
34255,0.2615479,0.12499485
34256,0.2103985,0.11470095
34257,0.32722515,0.16464116
34258,0.16396783,0.04323122
34259,0.115879476,0.00697347
34260,0.41384658,0.09345648
34261,0.05712177,0.026139848
34262,0.8095722,0.6845217
34263,0.24400872,0.29395935
34264,0.34582004,0.21885121
34265,0.12456819,0.06771977
34266,0.754882,0.5683814
34267,0.91868806,0.84561425
34268,0.11247576,0.04121148
34269,0.26631233,0.095056415
34270,0.6917659,0.16633986
34271,0.70174026,0.067004636
34272,0.0418644,0.054978203
34273,0.5191747,0.22130817
34274,0.12980482,0.043943457
34275,0.81567967,0.44309112
34276,0.70667547,0.40495333
34277,0.7120888,0.3427934
34278,0.757072,0.41082948
34279,0.19456425,0.09436724
34280,0.041853804,0.00658709
34281,0.40273252,0.39054894
34282,0.7037207,0.30942315
34283,0.8620274,0.5862619
34284,0.83198506,0.22605325
34285,0.22667682,0.052742254
34286,0.6536115,0.11777303
34287,0.83757544,0.3871727
34288,0.57561123,0.41600204
34289,0.25298992,0.033872634
34290,0.874537,0.6470108
34291,0.52030087,0.15422392
34292,0.30395973,0.06989358
34293,0.42670497,0.20497617
34294,0.1181561,0.0444824
34295,0.39396766,0.2225281
34296,0.5526823,0.21760213
34297,0.8760373,0.6442126
34298,0.22384359,0.031229302
34299,0.000417414,0.000102405
34300,0.079892695,0.12922572
34301,0.7259432,0.37906775
34302,0.53720915,0.14878951
34303,0.33211172,0.059210446
34304,0.08354826,0.027549097
34305,0.1528427,0.035120763
34306,0.80492187,0.7631491
34307,0.13450035,0.05772954
34308,0.00924412,0.000112767
34309,0.24552572,0.089347444
34310,0.19916955,0.06281401
34311,0.73896766,0.045251254
34312,0.3778918,0.064661585
34313,0.6200135,0.44123766
34314,0.18009166,0.04168497
34315,0.07100129,0.018053314
34316,0.90133184,0.6484448
34317,0.96691054,0.006532963
34318,0.9258808,0.4147205
34319,0.15614119,0.059608884
34320,0.76254547,0.07512493
34321,0.22422999,0.09605367
34322,0.27994674,0.1298709
34323,0.18624121,0.079214275
34324,0.6629836,0.7261865
34325,0.18001334,0.036054596
34326,0.27655816,0.12055641
34327,0.8284236,0.4549855
34328,0.41559303,0.15253341
34329,0.8323316,0.11894163
34330,0.8137735,0.6178905
34331,0.23824139,0.35305697
34332,0.5938007,0.26894245
34333,0.40897188,0.16064733
34334,0.7016748,0.61445963
34335,0.12217999,0.020973772
34336,0.39486918,0.105588816
34337,0.68903863,0.28584766
34338,0.76428413,0.36031199
34339,0.13427572,0.049534157
34340,0.47599703,0.052251603
34341,0.23685268,0.1104297
34342,0.61133504,0.37961742
34343,0.18131699,0.063678056
34344,0.6988141,0.19260061
34345,0.07024043,0.026684172
34346,0.10785668,0.05848078
34347,0.6699896,0.1536812
34348,0.983341,0.011212981
34349,0.8765646,0.4734105
34350,0.16648197,0.049525972
34351,0.0851748,0.029740404
34352,0.2964516,0.14385398
34353,0.042970818,0.014706488
34354,0.42381996,0.26227447
34355,0.81856245,0.48616302
34356,0.529569,0.46630365
34357,0.9224827,0.48674926
34358,0.87711215,0.1262987
34359,0.083625,0.012410172
34360,0.6724677,0.014922043
34361,0.8212147,0.063268065
34362,0.2961698,0.10290915
34363,0.8938005,0.85218316
34364,0.7558299,0.30878663
34365,0.75399834,0.46445167
34366,0.82976514,0.019049412
34367,0.23870994,0.1369868
34368,0.42099503,0.14175275
34369,0.4594709,0.05112338
34370,0.6072953,0.09452311
34371,0.33388057,0.057341278
34372,0.08293237,0.015256077
34373,0.6537001,0.071963325
34374,0.85603434,0.08004114
34375,0.61274594,0.07701858
34376,0.7468763,0.34596312
34377,0.39177328,0.18391907
34378,0.9584272,0.010856025
34379,0.77573705,0.10201528
34380,0.5002874,0.15393181
34381,0.75740486,0.037284974
34382,0.68762636,0.20614015
34383,0.14094473,0.014068282
34384,0.7831592,0.13082229
34385,0.9333316,0.025992611
34386,0.69338524,0.16961698
34387,0.046633527,0.012906954
34388,0.62555385,0.1488486
34389,0.90560853,0.364294
34390,0.87361956,0.4196818
34391,0.7151642,0.1404943
34392,0.27375567,0.0810066
34393,0.92955387,0.007531706
34394,0.08730891,0.02133484
34395,0.30976316,0.22127338
34396,0.5509629,0.16701722
34397,0.0917211,0.035450548
34398,0.7298783,0.61618024
34399,0.5340178,0.058383577
34400,0.9598912,0.92713475
34401,0.25129592,0.17625411
34402,0.16351645,0.065744296
34403,0.73762786,0.06414292
34404,0.95492595,0.013594145
34405,5.55295e-07,1.9016142e-07
34406,0.82835996,0.71241224
34407,0.7380655,0.5293161
34408,0.379941,0.13649373
34409,0.32799008,0.011005912
34410,0.7350644,0.10999024
34411,0.2938692,0.15063569
34412,0.37934533,0.12246774
34413,0.63149476,0.016443323
34414,0.95067644,0.83719
34415,0.12838481,0.028909046
34416,0.5670471,0.34394607
34417,0.9095677,0.018432187
34418,0.5851717,0.19140315
34419,0.22375417,0.056953423
34420,0.08003333,0.02367934
34421,0.6160191,0.3784236
34422,0.2869974,0.10662429
34423,0.63094884,0.20117067
34424,0.933372,0.030648902
34425,0.39026433,0.08589746
34426,0.119172975,0.008885915
34427,0.9079041,0.7939251
34428,0.21123391,0.08423797
34429,0.8069998,0.14228325
34430,0.5900059,0.47515845
34431,0.7610377,0.027647257
34432,0.102905005,0.029411089
34433,0.80168366,0.37196308
34434,0.9549409,0.7987787
34435,0.6724878,0.40338382
34436,0.8614148,0.1673952
34437,0.02873712,0.008090859
34438,0.54149795,0.0731599
34439,0.32475263,0.045220725
34440,0.28043634,0.11877229
34441,0.010800541,0.005282797
34442,0.33026722,0.08048847
34443,0.33121216,0.23185569
34444,0.3241004,0.102366924
34445,0.08462892,0.00421186
34446,0.018506303,0.006155935
34447,0.662677,0.096621506
34448,0.029104142,0.014052867
34449,0.33198345,0.026474811
34450,0.9622222,0.7033568
34451,0.3522858,0.1663884
34452,0.83386064,0.6464948
34453,0.7194537,0.2548397
34454,0.4133426,0.19674593
34455,0.46662757,0.3493586
34456,0.6534799,0.1519184
34457,0.88372546,0.3690917
34458,0.73301977,0.096085556
34459,0.25734612,0.10089233
34460,0.60562795,0.5764592
34461,0.06471962,0.12604879
34462,0.24532369,0.06373925
34463,0.8777203,0.46791142
34464,0.037101038,0.001137523
34465,0.027572833,0.000793189
34466,0.12209821,0.03380545
34467,0.94251823,0.5656558
34468,0.80008715,0.49271846
34469,0.37059358,0.2920495
34470,0.83347714,0.630744
34471,0.25310224,0.12877452
34472,0.92829764,0.71868885
34473,0.20694634,0.06912426
34474,0.65922725,0.02049722
34475,0.23514174,0.09312493
34476,0.9337937,0.15861477
34477,0.31731784,0.2446104
34478,0.91156995,0.09437825
34479,0.07854571,0.038391016
34480,0.24015954,0.07362253
34481,0.6504575,0.23222233
34482,0.53756535,0.39834127
34483,0.67913866,0.1476732
34484,0.359197,0.1389216
34485,0.8527229,0.62385845
34486,0.09070742,0.055680797
34487,0.18665381,0.108254276
34488,0.80590653,0.065155536
34489,0.36349753,0.16088869
34490,0.86894965,0.12560476
34491,0.73236465,0.09754263
34492,0.19084582,0.07052323
34493,0.5506712,0.08662959
34494,0.6498326,0.25615865
34495,0.18610331,0.07700231
34496,0.61625683,0.39652616
34497,0.6648016,0.43555203
34498,0.22435093,0.08359696
34499,0.2308011,0.07972978
34500,0.9628813,0.13765627
34501,0.8439994,0.4675995
34502,0.22113839,0.11483226
34503,0.48834598,0.20666994
34504,0.18623279,0.13966912
34505,0.20526181,0.08842818
34506,0.13796552,0.08382099
34507,0.13321841,0.048240647
34508,0.82048345,0.15032205
34509,0.3939347,0.40558678
34510,0.83083534,0.023036402
34511,0.7025214,0.06272461
34512,0.6743113,0.02248859
34513,0.84604394,0.23718354
34514,0.9168162,0.02069032
34515,0.24474402,0.058857895
34516,0.7285603,0.4936593
34517,0.4981585,0.25901943
34518,0.35328826,0.009339869
34519,0.11811155,0.06606661
34520,0.24496192,0.1342671
34521,0.89524776,0.63894796
34522,0.62421644,0.4269239
34523,0.41151643,0.14486048
34524,0.89649177,0.2091944
34525,0.0904309,0.026320158
34526,0.050019592,0.44560573
34527,0.13002549,0.018031793
34528,0.23180237,0.5744984
34529,0.90808815,0.48280174
34530,0.41399404,0.16427405
34531,0.3803228,0.026656546
34532,0.10647154,0.04821288
34533,0.8156678,0.05054656
34534,0.25165877,0.08954451
34535,0.47475925,0.14951055
34536,0.8503386,0.10546587
34537,0.28309974,0.09827198
34538,0.81923276,0.3976622
34539,0.4535089,0.11682068
34540,0.90070117,0.028214868
34541,0.7896434,0.31825134
34542,0.55894697,0.4274791
34543,0.34188542,0.049317565
34544,0.123081766,0.03504436
34545,0.83813167,0.5570459
34546,0.63653016,0.1730242
34547,0.56604266,0.038841974
34548,0.9290531,0.078545235
34549,0.23712954,0.09485723
34550,0.6432388,0.052223373
34551,0.5146532,0.27130467
34552,0.049130794,0.041475933
34553,0.9678519,0.88917667
34554,0.48038313,0.46069786
34555,0.38636288,0.023902899
34556,0.2866388,0.050282557
34557,0.83473116,0.54373753
34558,0.82910293,0.29220682
34559,0.002850679,0.000803742
34560,0.09763251,0.008038026
34561,0.13522542,0.08784113
34562,0.19173653,0.092276804
34563,0.4048771,0.053985965
34564,0.8438072,0.1234572
34565,0.6994662,0.42987564
34566,0.880036,0.07135063
34567,0.3515971,0.114026025
34568,0.20739384,0.118890315
34569,0.85169107,0.07463788
34570,0.72370225,0.2897669
34571,0.8312769,0.6333579
34572,0.21021476,0.119365394
34573,0.1398139,0.044685975
34574,0.3741381,0.13597551
34575,0.68693423,0.26920918
34576,0.37145665,0.4892088
34577,0.8849575,0.046504267
34578,0.9522631,0.6046706
34579,0.5605233,0.47190666
34580,0.28565076,0.13617873
34581,0.002480381,0.000245828
34582,0.27260587,0.100223765
34583,0.93163973,0.026952652
34584,0.65697014,0.11983535
34585,0.0805851,0.049460303
34586,0.030933164,0.023120182
34587,0.8426708,0.48016888
34588,0.7923271,0.28120688
34589,0.8726167,0.63311565
34590,0.8139256,0.5493631
34591,0.35992104,0.08523809
34592,0.8182144,0.065688245
34593,0.66202724,0.63053375
34594,0.40228036,0.363243
34595,0.2627957,0.11205359
34596,0.6589464,0.57065153
34597,0.23297697,0.17167962
34598,0.4562366,0.069698565
34599,0.9180736,0.7835945
34600,0.5493274,0.35762063
34601,0.5579436,0.18390368
34602,0.2629614,0.12118103
34603,0.11464238,0.041865703
34604,0.35091135,0.07875995
34605,0.81578845,0.37750673
34606,0.1826416,0.09733503
34607,0.646871,0.20198445
34608,0.7743905,0.39887643
34609,0.5277774,0.03904931
34610,0.23531632,0.008609433
34611,0.20538294,0.06507752
34612,0.14316988,0.043976437
34613,0.049762912,0.031055566
34614,0.8598381,0.5555844
34615,0.16610529,0.034492612
34616,0.58235896,0.34602076
34617,0.011437653,0.003465255
34618,0.53481364,0.19279784
34619,0.10967309,0.046655197
34620,0.51564384,0.11741288
34621,0.55265486,0.17927541
34622,0.19572248,0.069832236
34623,0.96858853,0.94448805
34624,0.69124264,0.3610385
34625,0.8895515,0.7102374
34626,0.756631,0.4681469
34627,0.14984764,0.05937088
34628,0.6551727,0.066354014
34629,0.10186404,0.024621237
34630,0.006428066,0.000341313
34631,0.835798,0.012841278
34632,0.094532125,0.03371543
34633,0.36433652,0.20643139
34634,0.48681036,0.0966038
34635,0.35229832,0.17269552
34636,0.8707211,0.37601027
34637,0.36508414,0.123098575
34638,0.89178234,0.76168907
34639,0.4272454,0.14123307
34640,0.12714852,0.040881995
34641,0.13867012,0.16459975
34642,0.9075017,0.023481712
34643,0.94476163,0.825953
34644,0.71811664,0.34762457
34645,0.23102799,0.06856771
34646,0.5257067,0.33894432
34647,0.57873386,0.6155398
34648,0.13098851,0.11154689
34649,0.21320999,0.07977012
34650,0.55416477,0.47316575
34651,0.79140437,0.6515066
34652,0.27639312,0.1320957
34653,0.7109241,0.4610381
34654,0.81776524,0.25380656
34655,0.20155424,0.10103137
34656,0.29987282,0.10650907
34657,0.7912951,0.37225258
34658,0.03138915,1.354148e-06
34659,0.060276046,0.016966274
34660,0.8596574,0.08454453
34661,0.4448432,0.15805176
34662,0.6927308,0.100321345
34663,0.60019386,0.418184
34664,0.85066336,0.36161333
34665,0.10329459,0.014144293
34666,0.28787738,0.073523015
34667,0.24015954,0.07362253
34668,0.7493907,0.04723968
34669,0.26132953,0.09776024
34670,0.88650936,0.7331436
34671,0.9123308,0.034525868
34672,0.7331095,0.13619782
34673,0.5446521,0.4658473
34674,0.15919717,0.069919415
34675,0.9313632,0.8142755
34676,0.81517977,0.3802293
34677,0.33746842,0.2149896
34678,0.9457966,0.060553916
34679,0.7577654,0.52789676
34680,0.6893456,0.16959308
34681,0.002145139,0.000733087
34682,0.5003725,0.4245883
34683,0.7624849,0.5190947
34684,0.10578347,0.061944176
34685,0.33297247,0.12050937
34686,0.5176786,0.038403668
34687,0.62402153,0.384036
34688,0.30163956,0.010976403
34689,0.4904585,0.38299093
34690,0.43008196,0.2601718
34691,0.88264585,0.06961765
34692,0.85897654,0.43281367
34693,0.15715559,0.4266748
34694,0.64610434,0.1267957
34695,0.36450177,0.044740234
34696,0.7906462,0.039391834
34697,0.22486843,0.11655306
34698,0.6632798,0.39621577
34699,0.16841206,0.001796382
34700,0.4898726,0.21318762
34701,0.14102533,0.029478999
34702,0.098680116,0.018004326
34703,0.021420829,0.008409652
34704,0.7822424,0.114470705
34705,0.8231184,0.06395885
